filename,width,height,class,xmin,ymin,xmax,ymax
10.1.1.1.2023_31.jpg,793,1123,column,271,603,320,758
10.1.1.1.2023_31.jpg,793,1123,column,353,602,403,759
10.1.1.1.2023_31.jpg,793,1123,column,437,602,492,758
10.1.1.1.2023_31.jpg,793,1123,column,270,848,318,976
10.1.1.1.2023_31.jpg,793,1123,column,338,832,361,975
10.1.1.1.2023_31.jpg,793,1123,column,381,832,409,975
10.1.1.1.2023_31.jpg,793,1123,column,429,832,452,975
10.1.1.1.2023_31.jpg,793,1123,column,473,833,527,975
10.1.1.1.2023_33.jpg,793,1123,column,51,295,131,888
10.1.1.1.2023_33.jpg,793,1123,column,147,259,186,890
10.1.1.1.2023_33.jpg,793,1123,column,201,260,240,890
10.1.1.1.2023_33.jpg,793,1123,column,261,258,293,890
10.1.1.1.2023_33.jpg,793,1123,column,313,256,349,890
10.1.1.1.2023_33.jpg,793,1123,column,363,259,438,890
10.1.1.1.2023_33.jpg,793,1123,column,456,257,513,887
10.1.1.1.2023_33.jpg,793,1123,column,535,259,601,890
10.1.1.1.2023_33.jpg,793,1123,column,616,254,691,887
10.1.1.1.2023_33.jpg,793,1123,column,702,258,743,889
10.1.1.1.2024_3.jpg,795,1123,column,103,702,198,869
10.1.1.1.2024_3.jpg,795,1123,column,215,705,326,866
10.1.1.1.2024_3.jpg,795,1123,column,362,705,442,866
10.1.1.1.2024_3.jpg,795,1123,column,486,702,558,868
10.1.1.1.2024_3.jpg,795,1123,column,594,702,676,868
10.1.1.1.2028_14.jpg,793,1123,column,105,96,141,602
10.1.1.1.2028_14.jpg,793,1123,column,407,97,463,601
10.1.1.1.2028_14.jpg,793,1123,column,482,97,538,599
10.1.1.1.2028_14.jpg,793,1123,column,553,96,608,599
10.1.1.1.2028_14.jpg,793,1123,column,632,97,685,601
10.1.1.1.2028_14.jpg,793,1123,column,155,94,188,599
10.1.1.1.2028_14.jpg,793,1123,column,207,97,239,601
10.1.1.1.2028_14.jpg,793,1123,column,257,97,288,601
10.1.1.1.2028_14.jpg,793,1123,column,303,96,341,601
10.1.1.1.2028_14.jpg,793,1123,column,353,97,388,602
10.1.1.1.2030_4.jpg,816,1056,column,424,123,516,285
10.1.1.1.2030_4.jpg,816,1056,column,531,126,734,283
10.1.1.1.2031_24.jpg,794,1123,column,207,502,236,589
10.1.1.1.2031_24.jpg,794,1123,column,247,502,334,587
10.1.1.1.2031_24.jpg,794,1123,column,350,504,420,590
10.1.1.1.2031_24.jpg,794,1123,column,435,503,545,586
10.1.1.1.2031_24.jpg,794,1123,column,561,501,619,589
10.1.1.1.2032_10.jpg,794,1123,column,219,254,260,402
10.1.1.1.2032_10.jpg,794,1123,column,280,254,331,404
10.1.1.1.2032_10.jpg,794,1123,column,339,255,385,403
10.1.1.1.2032_10.jpg,794,1123,column,391,254,436,405
10.1.1.1.2032_10.jpg,794,1123,column,443,254,490,404
10.1.1.1.2032_10.jpg,794,1123,column,500,255,544,404
10.1.1.1.2032_10.jpg,794,1123,column,551,254,597,402
10.1.1.1.2032_10.jpg,794,1123,column,219,409,273,429
10.1.1.1.2032_10.jpg,794,1123,column,282,407,303,428
10.1.1.1.2032_10.jpg,794,1123,column,339,408,364,429
10.1.1.1.2032_10.jpg,794,1123,column,393,409,413,430
10.1.1.1.2032_10.jpg,794,1123,column,443,409,467,430
10.1.1.1.2032_10.jpg,794,1123,column,498,408,523,428
10.1.1.1.2032_10.jpg,794,1123,column,552,409,575,429
10.1.1.1.2032_10.jpg,794,1123,column,213,710,252,871
10.1.1.1.2032_10.jpg,794,1123,column,264,719,309,871
10.1.1.1.2032_10.jpg,794,1123,column,321,718,371,870
10.1.1.1.2032_10.jpg,794,1123,column,380,719,427,870
10.1.1.1.2032_10.jpg,794,1123,column,439,721,489,869
10.1.1.1.2032_10.jpg,794,1123,column,501,720,546,871
10.1.1.1.2032_10.jpg,794,1123,column,556,721,606,871
10.1.1.1.2032_6.jpg,794,1123,column,185,363,247,573
10.1.1.1.2032_6.jpg,794,1123,column,261,363,622,573
10.1.1.1.2034_11.jpg,816,1056,column,81,75,136,300
10.1.1.1.2034_11.jpg,816,1056,column,154,73,195,298
10.1.1.1.2034_11.jpg,816,1056,column,215,76,263,300
10.1.1.1.2034_11.jpg,816,1056,column,290,75,359,299
10.1.1.1.2034_8.jpg,816,1056,column,82,82,163,416
10.1.1.1.2034_8.jpg,816,1056,column,182,85,275,417
10.1.1.1.2034_8.jpg,816,1056,column,290,82,387,419
10.1.1.1.2035_2.jpg,816,1056,column,85,692,139,793
10.1.1.1.2035_2.jpg,816,1056,column,157,691,389,794
10.1.1.1.2035_2.jpg,816,1056,column,438,660,518,842
10.1.1.1.2035_2.jpg,816,1056,column,537,662,701,842
10.1.1.1.2035_4.jpg,816,1056,column,90,201,160,506
10.1.1.1.2035_4.jpg,816,1056,column,180,201,209,504
10.1.1.1.2035_4.jpg,816,1056,column,225,201,382,506
10.1.1.1.2036_17.jpg,816,1056,column,138,202,180,371
10.1.1.1.2036_17.jpg,816,1056,column,198,204,229,371
10.1.1.1.2036_17.jpg,816,1056,column,248,204,280,372
10.1.1.1.2036_17.jpg,816,1056,column,298,202,325,371
10.1.1.1.2036_17.jpg,816,1056,column,342,202,377,370
10.1.1.1.2036_17.jpg,816,1056,column,397,204,431,371
10.1.1.1.2036_17.jpg,816,1056,column,449,203,482,370
10.1.1.1.2036_17.jpg,816,1056,column,502,200,537,372
10.1.1.1.2036_17.jpg,816,1056,column,555,203,596,371
10.1.1.1.2036_17.jpg,816,1056,column,611,202,655,371
10.1.1.1.2036_17.jpg,816,1056,column,673,202,715,372
10.1.1.1.2036_17.jpg,816,1056,column,127,419,170,591
10.1.1.1.2036_17.jpg,816,1056,column,188,419,222,591
10.1.1.1.2036_17.jpg,816,1056,column,238,421,269,590
10.1.1.1.2036_17.jpg,816,1056,column,288,420,322,589
10.1.1.1.2036_17.jpg,816,1056,column,339,421,375,591
10.1.1.1.2036_17.jpg,816,1056,column,391,420,427,590
10.1.1.1.2036_17.jpg,816,1056,column,445,421,487,589
10.1.1.1.2036_17.jpg,816,1056,column,504,421,547,591
10.1.1.1.2036_17.jpg,816,1056,column,565,420,606,589
10.1.1.1.2036_17.jpg,816,1056,column,622,419,665,590
10.1.1.1.2036_17.jpg,816,1056,column,682,420,727,589
10.1.1.1.2036_17.jpg,816,1056,column,133,639,176,807
10.1.1.1.2036_17.jpg,816,1056,column,189,640,225,806
10.1.1.1.2036_17.jpg,816,1056,column,243,638,272,807
10.1.1.1.2036_17.jpg,816,1056,column,290,638,325,808
10.1.1.1.2036_17.jpg,816,1056,column,340,639,379,808
10.1.1.1.2036_17.jpg,816,1056,column,397,638,432,807
10.1.1.1.2036_17.jpg,816,1056,column,451,638,489,808
10.1.1.1.2036_17.jpg,816,1056,column,507,639,550,807
10.1.1.1.2036_17.jpg,816,1056,column,566,637,609,807
10.1.1.1.2036_17.jpg,816,1056,column,625,639,663,807
10.1.1.1.2036_17.jpg,816,1056,column,679,638,720,808
10.1.1.1.2042_4.jpg,816,1056,column,181,107,299,301
10.1.1.1.2042_4.jpg,816,1056,column,318,108,639,300
10.1.1.1.2042_6.jpg,816,1056,column,122,111,249,632
10.1.1.1.2042_6.jpg,816,1056,column,264,111,349,632
10.1.1.1.2042_6.jpg,816,1056,column,362,113,420,631
10.1.1.1.2042_6.jpg,816,1056,column,433,110,472,632
10.1.1.1.2042_6.jpg,816,1056,column,488,111,523,633
10.1.1.1.2042_6.jpg,816,1056,column,534,111,561,632
10.1.1.1.2042_6.jpg,816,1056,column,578,111,615,633
10.1.1.1.2042_6.jpg,816,1056,column,628,111,655,631
10.1.1.1.2042_6.jpg,816,1056,column,669,112,693,632
10.1.1.1.2043_4.jpg,793,1123,column,139,428,449,557
10.1.1.1.2043_4.jpg,793,1123,column,462,429,649,558
10.1.1.1.2043_4.jpg,793,1123,column,474,246,640,301
10.1.1.1.2043_4.jpg,793,1123,column,367,247,461,303
10.1.1.1.2043_4.jpg,793,1123,column,245,247,355,304
10.1.1.1.2043_4.jpg,793,1123,column,138,246,234,304
10.1.1.1.2044_7.jpg,816,1056,column,436,410,464,495
10.1.1.1.2044_7.jpg,816,1056,column,480,412,490,496
10.1.1.1.2044_7.jpg,816,1056,column,502,413,545,500
10.1.1.1.2044_7.jpg,816,1056,column,569,416,590,498
10.1.1.1.2044_7.jpg,816,1056,column,608,413,629,497
10.1.1.1.2044_7.jpg,816,1056,column,643,412,685,497
10.1.1.1.2044_7.jpg,816,1056,column,700,410,708,496
10.1.1.1.2044_7.jpg,816,1056,column,403,554,426,620
10.1.1.1.2044_7.jpg,816,1056,column,439,553,445,619
10.1.1.1.2044_7.jpg,816,1056,column,457,554,516,616
10.1.1.1.2044_7.jpg,816,1056,column,529,551,590,617
10.1.1.1.2044_7.jpg,816,1056,column,602,556,664,619
10.1.1.1.2044_7.jpg,816,1056,column,674,553,726,619
10.1.1.1.2044_7.jpg,816,1056,column,448,624,505,690
10.1.1.1.2044_7.jpg,816,1056,column,519,622,578,690
10.1.1.1.2044_7.jpg,816,1056,column,590,623,652,688
10.1.1.1.2044_7.jpg,816,1056,column,662,621,720,687
10.1.1.1.2044_7.jpg,816,1056,column,732,622,740,687
10.1.1.1.2047_13.jpg,752,984,column,103,121,213,247
10.1.1.1.2047_13.jpg,752,984,column,247,119,315,248
10.1.1.1.2047_13.jpg,752,984,column,341,121,439,246
10.1.1.1.2047_13.jpg,752,984,column,468,121,525,246
10.1.1.1.2047_13.jpg,752,984,column,564,121,618,247
10.1.1.1.2047_13.jpg,752,984,column,104,756,286,856
10.1.1.1.2047_13.jpg,752,984,column,326,784,389,857
10.1.1.1.2047_13.jpg,752,984,column,407,785,470,857
10.1.1.1.2047_13.jpg,752,984,column,486,786,520,856
10.1.1.1.2047_13.jpg,752,984,column,564,786,603,857
10.1.1.1.2047_14.jpg,752,984,column,105,590,214,857
10.1.1.1.2047_14.jpg,752,984,column,264,591,324,856
10.1.1.1.2047_14.jpg,752,984,column,358,619,420,857
10.1.1.1.2047_14.jpg,752,984,column,451,620,487,857
10.1.1.1.2047_14.jpg,752,984,column,547,620,583,857
10.1.1.1.2048_12.jpg,816,1056,column,116,524,168,640
10.1.1.1.2048_12.jpg,816,1056,column,181,525,241,639
10.1.1.1.2048_12.jpg,816,1056,column,248,525,318,639
10.1.1.1.2048_12.jpg,816,1056,column,332,525,367,640
10.1.1.1.2048_12.jpg,816,1056,column,391,524,427,639
10.1.1.1.2048_12.jpg,816,1056,column,440,526,494,640
10.1.1.1.2048_12.jpg,816,1056,column,501,526,571,638
10.1.1.1.2048_12.jpg,816,1056,column,577,525,633,640
10.1.1.1.2048_12.jpg,816,1056,column,641,524,694,640
10.1.1.1.2048_29.jpg,816,1056,column,116,179,222,597
10.1.1.1.2048_29.jpg,816,1056,column,245,195,289,597
10.1.1.1.2048_29.jpg,816,1056,column,322,194,369,597
10.1.1.1.2048_29.jpg,816,1056,column,398,193,446,600
10.1.1.1.2048_29.jpg,816,1056,column,476,193,528,597
10.1.1.1.2048_29.jpg,816,1056,column,554,194,603,597
10.1.1.1.2048_29.jpg,816,1056,column,634,195,683,599
10.1.1.1.2051_5.jpg,768,1008,column,486,160,500,341
10.1.1.1.2051_5.jpg,768,1008,column,512,160,530,342
10.1.1.1.2051_5.jpg,768,1008,column,544,160,554,343
10.1.1.1.2051_5.jpg,768,1008,column,574,161,601,343
10.1.1.1.2051_5.jpg,768,1008,column,617,160,640,343
10.1.1.1.2051_6.jpg,768,1008,column,104,160,114,286
10.1.1.1.2051_6.jpg,768,1008,column,132,156,157,292
10.1.1.1.2051_6.jpg,768,1008,column,177,160,209,292
10.1.1.1.2051_6.jpg,768,1008,column,228,159,262,289
10.1.1.1.2051_6.jpg,768,1008,column,281,160,315,289
10.1.1.1.2051_6.jpg,768,1008,column,469,160,496,265
10.1.1.1.2051_6.jpg,768,1008,column,510,160,523,265
10.1.1.1.2051_6.jpg,768,1008,column,540,160,568,265
10.1.1.1.2051_6.jpg,768,1008,column,584,158,609,264
10.1.1.1.2051_6.jpg,768,1008,column,625,159,659,264
10.1.1.1.2051_6.jpg,768,1008,column,115,424,142,531
10.1.1.1.2051_6.jpg,768,1008,column,157,427,168,531
10.1.1.1.2051_6.jpg,768,1008,column,186,425,215,531
10.1.1.1.2051_6.jpg,768,1008,column,232,427,257,530
10.1.1.1.2051_6.jpg,768,1008,column,269,426,306,531
10.1.1.1.2054_5.jpg,768,1008,column,69,801,164,923
10.1.1.1.2054_5.jpg,768,1008,column,190,801,245,923
10.1.1.1.2054_5.jpg,768,1008,column,269,801,353,925
10.1.1.1.2055_3.jpg,768,1008,column,45,401,140,646
10.1.1.1.2055_3.jpg,768,1008,column,156,402,253,648
10.1.1.1.2055_3.jpg,768,1008,column,269,403,364,649
10.1.1.1.2055_4.jpg,768,1008,column,51,125,174,464
10.1.1.1.2055_4.jpg,768,1008,column,192,126,356,464
10.1.1.1.2057_5.jpg,816,1056,column,82,373,125,508
10.1.1.1.2057_5.jpg,816,1056,column,135,374,163,507
10.1.1.1.2057_5.jpg,816,1056,column,175,400,198,506
10.1.1.1.2057_5.jpg,816,1056,column,210,401,237,506
10.1.1.1.2057_5.jpg,816,1056,column,250,401,279,507
10.1.1.1.2057_5.jpg,816,1056,column,290,402,313,508
10.1.1.1.2057_5.jpg,816,1056,column,325,402,348,507
10.1.1.1.2057_5.jpg,816,1056,column,361,404,388,508
10.1.1.1.2063_21.jpg,651,964,column,88,80,115,232
10.1.1.1.2063_21.jpg,651,964,column,194,81,225,232
10.1.1.1.2063_21.jpg,651,964,column,302,82,341,231
10.1.1.1.2063_21.jpg,651,964,column,414,81,453,232
10.1.1.1.2063_21.jpg,651,964,column,526,84,583,231
10.1.1.1.2063_4.jpg,651,964,column,91,110,156,388
10.1.1.1.2063_4.jpg,651,964,column,186,109,321,391
10.1.1.1.2063_4.jpg,651,964,column,351,109,444,391
10.1.1.1.2063_4.jpg,651,964,column,485,109,583,390
10.1.1.1.2064_5.jpg,816,1056,column,430,501,453,538
10.1.1.1.2064_5.jpg,816,1056,column,467,501,489,538
10.1.1.1.2064_5.jpg,816,1056,column,503,502,522,536
10.1.1.1.2064_5.jpg,816,1056,column,535,500,558,534
10.1.1.1.2064_5.jpg,816,1056,column,571,501,594,537
10.1.1.1.2064_5.jpg,816,1056,column,606,501,626,537
10.1.1.1.2064_5.jpg,816,1056,column,639,502,659,537
10.1.1.1.2064_5.jpg,816,1056,column,672,501,694,537
10.1.1.1.2064_5.jpg,816,1056,column,706,501,725,536
10.1.1.1.2064_5.jpg,816,1056,column,77,110,94,206
10.1.1.1.2064_5.jpg,816,1056,column,106,112,239,206
10.1.1.1.2064_5.jpg,816,1056,column,252,112,381,206
10.1.1.1.2064_5.jpg,816,1056,column,249,256,361,352
10.1.1.1.2064_5.jpg,816,1056,column,119,255,233,351
10.1.1.1.2064_5.jpg,816,1056,column,89,252,103,353
10.1.1.1.2066_4.jpg,816,1056,column,69,504,153,646
10.1.1.1.2066_4.jpg,816,1056,column,166,505,255,647
10.1.1.1.2066_4.jpg,816,1056,column,276,504,343,646
10.1.1.1.2067_10.jpg,816,1056,column,472,88,574,179
10.1.1.1.2067_10.jpg,816,1056,column,591,87,711,177
10.1.1.1.2067_10.jpg,816,1056,column,591,200,690,230
10.1.1.1.2067_10.jpg,816,1056,column,472,199,574,229
10.1.1.1.2067_4.jpg,816,1056,column,115,70,183,139
10.1.1.1.2067_4.jpg,816,1056,column,199,70,378,137
10.1.1.1.2067_4.jpg,816,1056,column,102,181,129,248
10.1.1.1.2067_4.jpg,816,1056,column,148,183,388,247
10.1.1.1.2071_4.jpg,768,1008,column,432,307,536,523
10.1.1.1.2071_4.jpg,768,1008,column,557,306,690,525
10.1.1.1.2071_7.jpg,768,1008,column,69,275,176,521
10.1.1.1.2071_7.jpg,768,1008,column,208,273,358,520
10.1.1.1.2072_4.jpg,768,1008,column,61,585,116,728
10.1.1.1.2072_4.jpg,768,1008,column,137,603,147,727
10.1.1.1.2072_4.jpg,768,1008,column,164,601,172,726
10.1.1.1.2072_4.jpg,768,1008,column,186,602,198,728
10.1.1.1.2072_4.jpg,768,1008,column,214,602,222,728
10.1.1.1.2072_4.jpg,768,1008,column,237,602,249,726
10.1.1.1.2072_4.jpg,768,1008,column,276,584,346,729
10.1.1.1.2075_6.jpg,816,1056,column,134,624,215,741
10.1.1.1.2075_6.jpg,816,1056,column,244,648,282,743
10.1.1.1.2075_6.jpg,816,1056,column,299,647,325,744
10.1.1.1.2075_6.jpg,816,1056,column,341,650,369,744
10.1.1.1.2075_6.jpg,816,1056,column,385,649,427,744
10.1.1.1.2075_6.jpg,816,1056,column,478,649,513,742
10.1.1.1.2075_6.jpg,816,1056,column,532,650,559,744
10.1.1.1.2075_6.jpg,816,1056,column,572,650,599,742
10.1.1.1.2075_6.jpg,816,1056,column,615,649,659,741
10.1.1.1.2075_7.jpg,816,1056,column,444,113,520,230
10.1.1.1.2075_7.jpg,816,1056,column,534,115,556,231
10.1.1.1.2075_7.jpg,816,1056,column,569,114,591,231
10.1.1.1.2075_7.jpg,816,1056,column,606,114,633,231
10.1.1.1.2075_7.jpg,816,1056,column,649,113,672,231
10.1.1.1.2076_85.jpg,816,1056,column,218,95,311,188
10.1.1.1.2076_85.jpg,816,1056,column,327,96,388,187
10.1.1.1.2076_85.jpg,816,1056,column,403,96,461,187
10.1.1.1.2076_85.jpg,816,1056,column,477,95,524,188
10.1.1.1.2076_85.jpg,816,1056,column,540,95,591,187
10.1.1.1.2076_85.jpg,816,1056,column,607,96,645,187
10.1.1.1.2082_5.jpg,816,1056,column,81,360,136,440
10.1.1.1.2082_5.jpg,816,1056,column,152,373,184,442
10.1.1.1.2082_5.jpg,816,1056,column,197,373,233,440
10.1.1.1.2082_5.jpg,816,1056,column,248,375,280,440
10.1.1.1.2082_5.jpg,816,1056,column,296,375,330,441
10.1.1.1.2082_5.jpg,816,1056,column,343,376,372,440
10.1.1.1.2082_5.jpg,816,1056,column,81,803,135,886
10.1.1.1.2082_5.jpg,816,1056,column,152,820,207,885
10.1.1.1.2082_5.jpg,816,1056,column,220,820,281,884
10.1.1.1.2082_5.jpg,816,1056,column,294,820,353,884
10.1.1.1.2082_5.jpg,816,1056,column,418,484,475,550
10.1.1.1.2082_5.jpg,816,1056,column,492,499,521,547
10.1.1.1.2082_5.jpg,816,1056,column,536,499,566,547
10.1.1.1.2082_5.jpg,816,1056,column,583,500,613,549
10.1.1.1.2082_5.jpg,816,1056,column,630,499,659,548
10.1.1.1.2082_5.jpg,816,1056,column,676,500,702,548
10.1.1.1.2084_16.jpg,816,1056,column,157,580,353,714
10.1.1.1.2084_16.jpg,816,1056,column,397,580,444,714
10.1.1.1.2084_16.jpg,816,1056,column,496,580,538,714
10.1.1.1.2084_16.jpg,816,1056,column,597,579,632,713
10.1.1.1.2084_18.jpg,816,1056,column,128,142,413,473
10.1.1.1.2084_18.jpg,816,1056,column,444,141,499,472
10.1.1.1.2084_18.jpg,816,1056,column,529,141,575,472
10.1.1.1.2084_18.jpg,816,1056,column,601,139,687,473
10.1.1.1.2087_15.jpg,816,1056,column,85,236,160,733
10.1.1.1.2087_15.jpg,816,1056,column,171,238,544,735
10.1.1.1.2087_15.jpg,816,1056,column,551,258,612,730
10.1.1.1.2087_15.jpg,816,1056,column,629,255,675,733
10.1.1.1.2087_26.jpg,816,1056,column,123,231,157,519
10.1.1.1.2087_26.jpg,816,1056,column,197,231,361,518
10.1.1.1.2087_26.jpg,816,1056,column,388,230,409,520
10.1.1.1.2087_26.jpg,816,1056,column,431,230,451,518
10.1.1.1.2087_26.jpg,816,1056,column,475,230,527,519
10.1.1.1.2087_26.jpg,816,1056,column,540,228,624,520
10.1.1.1.2089_3.jpg,794,1123,column,432,72,526,250
10.1.1.1.2089_3.jpg,794,1123,column,542,71,728,251
10.1.1.1.2089_8.jpg,794,1123,column,455,284,491,447
10.1.1.1.2089_8.jpg,794,1123,column,507,295,560,448
10.1.1.1.2089_8.jpg,794,1123,column,574,296,600,448
10.1.1.1.2089_8.jpg,794,1123,column,613,296,652,447
10.1.1.1.2089_8.jpg,794,1123,column,672,297,709,449
10.1.1.1.2091_6.jpg,793,1123,column,295,418,371,569
10.1.1.1.2091_6.jpg,793,1123,column,380,419,452,569
10.1.1.1.2091_6.jpg,793,1123,column,460,419,522,570
10.1.1.1.2094_3.jpg,793,1123,column,171,529,308,777
10.1.1.1.2094_3.jpg,793,1123,column,333,532,622,777
10.1.1.1.2097_4.jpg,768,1008,column,416,447,468,493
10.1.1.1.2097_4.jpg,768,1008,column,485,447,549,495
10.1.1.1.2097_4.jpg,768,1008,column,564,445,616,495
10.1.1.1.2097_4.jpg,768,1008,column,641,448,698,495
10.1.1.1.2098_12.jpg,816,1056,column,288,644,351,775
10.1.1.1.2098_12.jpg,816,1056,column,357,645,394,776
10.1.1.1.2098_12.jpg,816,1056,column,401,643,437,777
10.1.1.1.2098_12.jpg,816,1056,column,442,644,488,776
10.1.1.1.2098_12.jpg,816,1056,column,494,644,531,775
10.1.1.1.2100_12.jpg,793,1123,column,287,152,329,273
10.1.1.1.2100_12.jpg,793,1123,column,336,170,385,271
10.1.1.1.2100_12.jpg,793,1123,column,396,170,433,272
10.1.1.1.2100_12.jpg,793,1123,column,442,169,467,272
10.1.1.1.2100_12.jpg,793,1123,column,479,170,517,274
10.1.1.1.2100_12.jpg,793,1123,column,525,170,554,271
10.1.1.1.2100_9.jpg,793,1123,column,204,721,232,866
10.1.1.1.2100_9.jpg,793,1123,column,239,721,377,865
10.1.1.1.2100_9.jpg,793,1123,column,388,719,595,865
10.1.1.1.2100_9.jpg,793,1123,column,603,720,638,865
10.1.1.1.2103_4.jpg,816,1056,column,419,52,458,298
10.1.1.1.2103_4.jpg,816,1056,column,478,52,507,298
10.1.1.1.2103_4.jpg,816,1056,column,529,63,553,297
10.1.1.1.2103_4.jpg,816,1056,column,74,53,119,234
10.1.1.1.2103_4.jpg,816,1056,column,136,53,167,235
10.1.1.1.2103_4.jpg,816,1056,column,187,64,210,235
10.1.1.1.2103_4.jpg,816,1056,column,219,63,247,235
10.1.1.1.2103_4.jpg,816,1056,column,268,63,290,234
10.1.1.1.2103_4.jpg,816,1056,column,303,64,332,235
10.1.1.1.2103_4.jpg,816,1056,column,349,52,380,240
10.1.1.1.2103_4.jpg,816,1056,column,570,64,596,300
10.1.1.1.2103_4.jpg,816,1056,column,614,64,638,298
10.1.1.1.2103_4.jpg,816,1056,column,653,63,680,299
10.1.1.1.2103_4.jpg,816,1056,column,697,53,731,297
10.1.1.1.2107_8.jpg,816,1056,column,141,108,213,789
10.1.1.1.2107_8.jpg,816,1056,column,265,110,653,792
10.1.1.1.2111_6.jpg,816,1056,column,184,423,207,583
10.1.1.1.2111_6.jpg,816,1056,column,223,422,278,584
10.1.1.1.2111_6.jpg,816,1056,column,307,422,335,582
10.1.1.1.2111_6.jpg,816,1056,column,375,425,393,582
10.1.1.1.2111_6.jpg,816,1056,column,410,421,497,581
10.1.1.1.2111_6.jpg,816,1056,column,527,423,587,584
10.1.1.1.2111_6.jpg,816,1056,column,506,423,611,435
10.1.1.1.2111_7.jpg,816,1056,column,184,541,205,700
10.1.1.1.2111_7.jpg,816,1056,column,223,541,284,701
